380,0.052500,0.056200,0.043000,0.041000,0.040800,0.045000,0.037800,0.053600,0.043600,0.045500,0.035100,0.038100,0.064200,0.079600,0.025000,0.047200,0.049500,0.085900,0.032400,0.140800,0.072300,0.035100,0.255200,0.468000,0.162700,0.158000,0.274200,0.381900,0.326600,0.211200,0.320200,0.140100,0.040400,0.060600,0.106300,0.081900,0.088400,0.145200,0.222800,0.035600,0.075700,0.034000,0.047100,0.143100,0.048100,0.043500,0.041200,0.039600,0.048200,0.030100,0.061400,0.041100,0.028800,0.028500,0.027200,0.164500,0.035400,0.035900,0.038300
381,0.052638,0.056062,0.043007,0.040940,0.040998,0.044793,0.037943,0.053664,0.043368,0.045483,0.035467,0.038086,0.064366,0.079600,0.024786,0.047272,0.049778,0.085679,0.032010,0.143470,0.072184,0.034984,0.258796,0.470452,0.165175,0.160312,0.279875,0.385602,0.329002,0.225856,0.324103,0.141141,0.040500,0.060862,0.107062,0.085990,0.089395,0.148378,0.221796,0.035669,0.076458,0.034182,0.046910,0.155979,0.048149,0.043501,0.041204,0.039778,0.048291,0.030093,0.061518,0.041137,0.028929,0.028501,0.027353,0.167079,0.035265,0.035776,0.038675
382,0.052773,0.055927,0.043018,0.040882,0.041191,0.044593,0.038081,0.053726,0.043143,0.045462,0.035829,0.038064,0.064522,0.079600,0.024576,0.047338,0.050042,0.085466,0.031631,0.146099,0.072038,0.034868,0.262285,0.472917,0.167630,0.162548,0.285540,0.389278,0.331335,0.240029,0.328012,0.142203,0.040620,0.061147,0.107866,0.089934,0.090381,0.151687,0.220593,0.035737,0.077540,0.034359,0.046740,0.168589,0.048207,0.043505,0.041217,0.039953,0.048374,0.030082,0.061633,0.041177,0.029054,0.028504,0.027501,0.169573,0.035134,0.035657,0.039036
383,0.052901,0.055795,0.043033,0.040825,0.041375,0.044401,0.038214,0.053786,0.042931,0.045438,0.036185,0.038035,0.064666,0.079600,0.024368,0.047397,0.050286,0.085267,0.031263,0.148686,0.071865,0.034750,0.265657,0.475395,0.170064,0.164697,0.291195,0.392927,0.333590,0.253607,0.331927,0.143285,0.040758,0.061454,0.108711,0.093667,0.091357,0.155123,0.219207,0.035802,0.078917,0.034528,0.046590,0.180679,0.048273,0.043512,0.041236,0.040124,0.048448,0.030067,0.061742,0.041221,0.029174,0.028510,0.027643,0.171963,0.035007,0.035543,0.039377
384,0.053022,0.055668,0.043050,0.040773,0.041546,0.044218,0.038340,0.053842,0.042734,0.045411,0.036535,0.038000,0.064797,0.079600,0.024163,0.047449,0.050509,0.085083,0.030909,0.151229,0.071667,0.034632,0.268899,0.477886,0.172477,0.166744,0.296840,0.396549,0.335760,0.266478,0.335848,0.144388,0.040913,0.061781,0.109595,0.097119,0.092323,0.158680,0.217654,0.035866,0.080557,0.034688,0.046460,0.191996,0.048346,0.043520,0.041262,0.040291,0.048513,0.030050,0.061846,0.041267,0.029287,0.028517,0.027778,0.174228,0.034889,0.035438,0.039692
385,0.053133,0.055545,0.043071,0.040725,0.041700,0.044047,0.038458,0.053896,0.042556,0.045381,0.036879,0.037959,0.064912,0.079600,0.023961,0.047494,0.050706,0.084919,0.030568,0.153727,0.071447,0.034512,0.272001,0.480390,0.174869,0.168679,0.302476,0.400144,0.337839,0.278531,0.339775,0.145510,0.041082,0.062128,0.110515,0.100225,0.093278,0.162354,0.215950,0.035928,0.082430,0.034839,0.046350,0.202290,0.048426,0.043530,0.041294,0.040454,0.048569,0.030029,0.061944,0.041317,0.029390,0.028527,0.027906,0.176348,0.034781,0.035344,0.039975
386,0.053234,0.055426,0.043093,0.040683,0.041834,0.043887,0.038568,0.053945,0.042402,0.045349,0.037216,0.037913,0.065011,0.079600,0.023762,0.047531,0.050875,0.084777,0.030241,0.156179,0.071207,0.034392,0.274951,0.482906,0.177239,0.170486,0.308101,0.403712,0.339818,0.289654,0.343708,0.146652,0.041265,0.062492,0.111470,0.102917,0.094224,0.166140,0.214109,0.035987,0.084504,0.034979,0.046260,0.211308,0.048511,0.043542,0.041330,0.040612,0.048615,0.030007,0.062034,0.041369,0.029482,0.028538,0.028025,0.178305,0.034687,0.035262,0.040220
387,0.053323,0.055312,0.043118,0.040649,0.041945,0.043742,0.038668,0.053991,0.042276,0.045314,0.037547,0.037864,0.065091,0.079600,0.023567,0.047561,0.051012,0.084661,0.029930,0.158584,0.070950,0.034270,0.277737,0.485436,0.179588,0.172155,0.313716,0.407251,0.341691,0.299734,0.347647,0.147812,0.041460,0.062873,0.112458,0.105127,0.095159,0.170033,0.212148,0.036044,0.086749,0.035106,0.046190,0.218800,0.048602,0.043555,0.041369,0.040766,0.048652,0.029982,0.062115,0.041424,0.029561,0.028551,0.028135,0.180079,0.034609,0.035194,0.040421
388,0.053398,0.055203,0.043144,0.040622,0.042029,0.043611,0.038757,0.054032,0.042181,0.045278,0.037872,0.037812,0.065150,0.079600,0.023374,0.047582,0.051114,0.084574,0.029636,0.160940,0.070678,0.034148,0.280349,0.487978,0.181914,0.173672,0.319321,0.410763,0.343451,0.308659,0.351592,0.148990,0.041665,0.063268,0.113477,0.106790,0.096084,0.174027,0.210083,0.036099,0.089134,0.035219,0.046140,0.224514,0.048698,0.043569,0.041411,0.040916,0.048678,0.029956,0.062187,0.041480,0.029625,0.028566,0.028234,0.181649,0.034550,0.035143,0.040572
389,0.053458,0.055099,0.043172,0.040606,0.042082,0.043497,0.038835,0.054069,0.042121,0.045239,0.038189,0.037757,0.065187,0.079600,0.023186,0.047596,0.051178,0.084519,0.029359,0.163245,0.070394,0.034024,0.282773,0.490533,0.184218,0.175025,0.324915,0.414246,0.345089,0.316319,0.355543,0.150187,0.041879,0.063678,0.114525,0.107836,0.096997,0.178118,0.207928,0.036151,0.091628,0.035318,0.046110,0.228197,0.048797,0.043584,0.041455,0.041060,0.048695,0.029928,0.062249,0.041539,0.029672,0.028582,0.028323,0.182996,0.034513,0.035111,0.040667
390,0.053500,0.055000,0.043200,0.040600,0.042100,0.043400,0.038900,0.054100,0.042100,0.045200,0.038500,0.037700,0.065200,0.079600,0.023000,0.047600,0.051200,0.084500,0.029100,0.165500,0.070100,0.033900,0.285000,0.493100,0.186500,0.176200,0.330500,0.417700,0.346600,0.322600,0.359500,0.151400,0.042100,0.064100,0.115600,0.108200,0.097900,0.182300,0.205700,0.036200,0.094200,0.035400,0.046100,0.229600,0.048900,0.043600,0.041500,0.041200,0.048700,0.029900,0.062300,0.041600,0.029700,0.028600,0.028400,0.184100,0.034500,0.035100,0.040700
391,0.053529,0.054907,0.043235,0.040600,0.042098,0.043313,0.038954,0.054127,0.042106,0.045151,0.038807,0.037626,0.065189,0.079580,0.022812,0.047592,0.051183,0.084506,0.028849,0.167758,0.069763,0.033772,0.287065,0.495711,0.188773,0.177271,0.336087,0.421108,0.347984,0.327806,0.363458,0.152649,0.042338,0.064543,0.116719,0.108116,0.098773,0.186609,0.203225,0.036244,0.097336,0.035467,0.046119,0.229769,0.049010,0.043620,0.041552,0.041336,0.048689,0.029863,0.062340,0.041667,0.029717,0.028644,0.028465,0.185018,0.034500,0.035103,0.040689
392,0.053552,0.054821,0.043279,0.040600,0.042094,0.043226,0.039000,0.054151,0.042121,0.045086,0.039114,0.037523,0.065158,0.079527,0.022616,0.047569,0.051138,0.084524,0.028599,0.170052,0.069359,0.033639,0.289017,0.498383,0.191047,0.178310,0.341683,0.424461,0.349262,0.332386,0.367415,0.153943,0.042603,0.065014,0.117898,0.107884,0.099608,0.191077,0.200367,0.036283,0.101384,0.035523,0.046172,0.229922,0.049130,0.043648,0.041617,0.041470,0.048658,0.029811,0.062373,0.041745,0.029733,0.028734,0.028522,0.185831,0.034500,0.035110,0.040658
393,0.053569,0.054739,0.043332,0.040600,0.042087,0.043142,0.039039,0.054173,0.042143,0.045012,0.039418,0.037400,0.065114,0.079449,0.022419,0.047535,0.051070,0.084550,0.028352,0.172351,0.068902,0.033503,0.290864,0.501096,0.193311,0.179305,0.347280,0.427771,0.350452,0.336449,0.371373,0.155274,0.042892,0.065513,0.119129,0.107535,0.100415,0.195693,0.197198,0.036317,0.106105,0.035570,0.046253,0.230056,0.049259,0.043682,0.041694,0.041600,0.048614,0.029750,0.062399,0.041830,0.029748,0.028861,0.028571,0.186556,0.034500,0.035122,0.040614
394,0.053583,0.054661,0.043390,0.040600,0.042078,0.043063,0.039074,0.054192,0.042170,0.044931,0.039717,0.037266,0.065059,0.079354,0.022222,0.047494,0.050989,0.084583,0.028114,0.174621,0.068408,0.033365,0.292613,0.503829,0.195559,0.180241,0.352870,0.431052,0.351572,0.340105,0.375337,0.156630,0.043203,0.066036,0.120406,0.107097,0.101209,0.200450,0.193791,0.036349,0.111261,0.035611,0.046356,0.230173,0.049398,0.043721,0.041779,0.041728,0.048559,0.029683,0.062422,0.041919,0.029761,0.029014,0.028616,0.187211,0.034500,0.035135,0.040559
395,0.053596,0.054586,0.043450,0.040600,0.042067,0.042991,0.039107,0.054211,0.042200,0.044850,0.040010,0.037129,0.065000,0.079250,0.022031,0.047450,0.050900,0.084620,0.027889,0.176829,0.067891,0.033227,0.294273,0.506562,0.197781,0.181107,0.358445,0.434314,0.352643,0.343463,0.379308,0.158000,0.043534,0.066583,0.121724,0.106602,0.102003,0.205337,0.190219,0.036381,0.116614,0.035650,0.046475,0.230273,0.049546,0.043764,0.041873,0.041851,0.048500,0.029614,0.062444,0.042010,0.029773,0.029186,0.028658,0.187811,0.034500,0.035150,0.040500
396,0.053609,0.054511,0.043510,0.040600,0.042054,0.042927,0.039139,0.054228,0.042230,0.044773,0.040294,0.036997,0.064941,0.079146,0.021850,0.047406,0.050811,0.084660,0.027680,0.178943,0.067367,0.033091,0.295851,0.509274,0.199969,0.181887,0.363995,0.437572,0.353682,0.346632,0.383291,0.159375,0.043881,0.067151,0.123076,0.106078,0.102807,0.210345,0.186553,0.036414,0.121926,0.035689,0.046604,0.230354,0.049702,0.043811,0.041973,0.041971,0.048441,0.029549,0.062466,0.042101,0.029782,0.029367,0.028699,0.188375,0.034500,0.035165,0.040441
397,0.053624,0.054437,0.043568,0.040600,0.042041,0.042875,0.039172,0.054245,0.042257,0.044704,0.040567,0.036880,0.064886,0.079051,0.021682,0.047365,0.050730,0.084700,0.027493,0.180930,0.066851,0.032959,0.297355,0.511944,0.202113,0.182570,0.369515,0.440837,0.354708,0.349721,0.387289,0.160742,0.044244,0.067738,0.124456,0.105556,0.103637,0.215465,0.182865,0.036451,0.126959,0.035730,0.046737,0.230418,0.049866,0.043858,0.042078,0.042086,0.048386,0.029490,0.062490,0.042188,0.029790,0.029548,0.028742,0.188918,0.034500,0.035178,0.040386
