380,0.066500,0.042500,0.058800,0.052800,0.042300,0.052800,0.052800,0.049200,0.048200,0.044800,0.046700,0.045200,0.051400,0.052000,0.048100,0.133600,0.051800,0.048800,0.046000,0.058900,0.049000,0.052000,0.053400,0.059200,0.065800,0.056500,0.049700,0.048900,0.053000,0.070600,0.086300,0.060700,0.043000,0.049400,0.051200,0.052400,0.066900,0.063400,0.051000,0.048200,0.063700,0.197300,0.100800,0.138800,0.049400,0.052000,0.066500,0.088600,0.058500,0.049700,0.051500,0.052100,0.161100,0.079700,0.070200,0.056400,0.079400,0.054100,0.050100,0.045800,0.056400,0.063800,0.053500,0.061400,0.082000,0.044900,0.047000,0.048200,0.046500,0.046500,0.043800,0.096600,0.123600,0.141400,0.066900,0.054200,0.052800,0.057800,0.053500,0.053400,0.053100,0.048300,0.051400,0.044800,0.054500,0.051500,0.045900,0.060200,0.051100,0.053500,0.064900,0.050400,0.048400,0.049300,0.053200,0.053100,0.050700,0.055500,0.054900,0.059400,0.047900,0.052300,0.042400,0.048700,0.044700,0.328400,0.151200,0.151300,0.103400,0.102900,0.224300,0.482000
381,0.066620,0.042317,0.059454,0.052784,0.042300,0.053012,0.052894,0.049094,0.048079,0.044686,0.046337,0.045196,0.051699,0.051896,0.048092,0.143127,0.051671,0.048854,0.046228,0.059367,0.048901,0.052996,0.053252,0.059365,0.066358,0.057713,0.051472,0.049122,0.052824,0.072540,0.088256,0.062079,0.043027,0.049820,0.052075,0.052595,0.067990,0.063457,0.051241,0.048196,0.064430,0.199704,0.104257,0.142187,0.049434,0.052062,0.067883,0.091198,0.058722,0.049750,0.051500,0.052486,0.161042,0.081219,0.071421,0.056183,0.079399,0.054438,0.049978,0.045794,0.056346,0.065329,0.053392,0.061637,0.082735,0.044745,0.046842,0.048401,0.046388,0.046409,0.043627,0.099631,0.129447,0.144131,0.067487,0.054204,0.052800,0.057576,0.053766,0.053335,0.053219,0.048354,0.051355,0.044800,0.054499,0.051356,0.045989,0.060417,0.050972,0.053520,0.065028,0.050399,0.048578,0.049301,0.053281,0.053100,0.050893,0.055739,0.055157,0.060068,0.048004,0.052300,0.042349,0.048803,0.044473,0.332927,0.150913,0.150858,0.103770,0.102035,0.226572,0.484564
382,0.066769,0.042138,0.060145,0.052768,0.042300,0.053217,0.052984,0.048988,0.047956,0.044575,0.045983,0.045185,0.051992,0.051796,0.048069,0.152420,0.051544,0.048898,0.046449,0.059857,0.048806,0.053985,0.053109,0.059538,0.066961,0.059121,0.053401,0.049339,0.052648,0.074567,0.090546,0.063731,0.043076,0.050389,0.053092,0.052788,0.069384,0.063621,0.051502,0.048184,0.065304,0.202174,0.108092,0.145962,0.049485,0.052167,0.069574,0.094269,0.059218,0.049800,0.051500,0.052863,0.160960,0.082832,0.072779,0.055973,0.079395,0.054772,0.049871,0.045787,0.056302,0.067122,0.053305,0.061870,0.083447,0.044592,0.046689,0.048615,0.046271,0.046316,0.043460,0.102645,0.135599,0.146800,0.068054,0.054216,0.052800,0.057356,0.054024,0.053279,0.053318,0.048398,0.051312,0.044800,0.054494,0.051216,0.046076,0.060627,0.050848,0.053540,0.065152,0.050395,0.048741,0.049305,0.053346,0.053100,0.051070,0.056005,0.055416,0.060809,0.048104,0.052300,0.042296,0.048893,0.044253,0.337537,0.150529,0.150335,0.104130,0.101172,0.228797,0.487106
383,0.066943,0.041969,0.060871,0.052750,0.042300,0.053415,0.053071,0.048880,0.047831,0.044467,0.045645,0.045168,0.052273,0.051700,0.048033,0.161316,0.051418,0.048931,0.046661,0.060370,0.048714,0.054965,0.052971,0.059720,0.067606,0.060710,0.055478,0.049548,0.052470,0.076677,0.093146,0.065635,0.043146,0.051095,0.054242,0.052981,0.071054,0.063882,0.051783,0.048166,0.066310,0.204709,0.112281,0.150099,0.049551,0.052309,0.071550,0.097777,0.059959,0.049850,0.051500,0.053230,0.160855,0.084536,0.074264,0.055772,0.079390,0.055103,0.049779,0.045779,0.056269,0.069161,0.053237,0.062096,0.084134,0.044439,0.046541,0.048841,0.046150,0.046220,0.043300,0.105641,0.142043,0.149358,0.068601,0.054236,0.052800,0.057145,0.054271,0.053232,0.053399,0.048431,0.051269,0.044800,0.054488,0.051082,0.046162,0.060828,0.050729,0.053560,0.065271,0.050389,0.048888,0.049310,0.053397,0.053100,0.051232,0.056297,0.055679,0.061617,0.048200,0.052300,0.042240,0.048970,0.044039,0.342229,0.150056,0.149738,0.104477,0.100309,0.230972,0.489625
384,0.067142,0.041811,0.061631,0.052731,0.042300,0.053604,0.053153,0.048772,0.047703,0.044361,0.045330,0.045144,0.052536,0.051609,0.047984,0.169655,0.051295,0.048957,0.046860,0.060904,0.048626,0.055938,0.052838,0.059910,0.068291,0.062467,0.057694,0.049752,0.052292,0.078868,0.096031,0.067768,0.043233,0.051924,0.055513,0.053172,0.072976,0.064228,0.052083,0.048141,0.067436,0.207307,0.116800,0.154573,0.049630,0.052484,0.073783,0.101684,0.060915,0.049900,0.051500,0.053588,0.160731,0.086325,0.075868,0.055580,0.079382,0.055429,0.049702,0.045770,0.056243,0.071423,0.053186,0.062317,0.084792,0.044288,0.046399,0.049078,0.046025,0.046123,0.043149,0.108619,0.148766,0.151753,0.069123,0.054261,0.052800,0.056948,0.054507,0.053194,0.053463,0.048457,0.051227,0.044800,0.054479,0.050957,0.046245,0.061020,0.050616,0.053580,0.065384,0.050381,0.049018,0.049318,0.053435,0.053100,0.051375,0.056612,0.055945,0.062490,0.048291,0.052300,0.042183,0.049034,0.043834,0.347000,0.149502,0.149073,0.104813,0.099448,0.233094,0.492121
385,0.067362,0.041669,0.062423,0.052711,0.042300,0.053783,0.053230,0.048662,0.047574,0.044259,0.045044,0.045114,0.052775,0.051523,0.047924,0.177273,0.051174,0.048975,0.047043,0.061458,0.048542,0.056902,0.052713,0.060108,0.069014,0.064375,0.060040,0.049947,0.052112,0.081135,0.099174,0.070111,0.043336,0.052861,0.056895,0.053363,0.075121,0.064649,0.052400,0.048111,0.068672,0.209965,0.121625,0.159360,0.049722,0.052689,0.076250,0.105955,0.062056,0.049950,0.051500,0.053936,0.160589,0.088195,0.077582,0.055399,0.079372,0.055752,0.049638,0.045760,0.056225,0.073891,0.053150,0.062531,0.085420,0.044137,0.046264,0.049325,0.045897,0.046024,0.043008,0.111579,0.155753,0.153936,0.069619,0.054292,0.052800,0.056769,0.054730,0.053163,0.053513,0.048475,0.051187,0.044800,0.054469,0.050841,0.046327,0.061201,0.050509,0.053600,0.065491,0.050371,0.049131,0.049327,0.053463,0.053100,0.051500,0.056949,0.056213,0.063421,0.048377,0.052300,0.042123,0.049087,0.043637,0.351849,0.148878,0.148347,0.105134,0.098587,0.235162,0.494595
386,0.067601,0.041545,0.063245,0.052691,0.042300,0.053951,0.053300,0.048552,0.047443,0.044160,0.044794,0.045080,0.052984,0.051444,0.047854,0.184010,0.051055,0.048987,0.047206,0.062032,0.048462,0.057859,0.052594,0.060314,0.069771,0.066422,0.062506,0.050135,0.051932,0.083476,0.102552,0.072641,0.043452,0.053894,0.058377,0.053552,0.077465,0.065134,0.052732,0.048076,0.070006,0.212682,0.126732,0.164434,0.049823,0.052918,0.078925,0.110554,0.063352,0.050000,0.051500,0.054272,0.160433,0.090142,0.079398,0.055230,0.079361,0.056070,0.049586,0.045750,0.056213,0.076543,0.053126,0.062739,0.086015,0.043988,0.046135,0.049582,0.045764,0.045923,0.042878,0.114520,0.162993,0.155856,0.070085,0.054328,0.052800,0.056612,0.054939,0.053138,0.053549,0.048487,0.051147,0.044800,0.054457,0.050739,0.046406,0.061370,0.050409,0.053620,0.065591,0.050360,0.049226,0.049339,0.053481,0.053100,0.051605,0.057306,0.056485,0.064407,0.048456,0.052300,0.042062,0.049130,0.043449,0.356775,0.148192,0.147564,0.105441,0.097728,0.237173,0.497044
387,0.067857,0.041443,0.064095,0.052669,0.042300,0.054108,0.053363,0.048440,0.047310,0.044065,0.044588,0.045040,0.053157,0.051371,0.047775,0.189703,0.050938,0.048995,0.047347,0.062624,0.048388,0.058807,0.052482,0.060526,0.070561,0.068592,0.065085,0.050315,0.051750,0.085886,0.106139,0.075336,0.043579,0.055008,0.059949,0.053741,0.079981,0.065672,0.053080,0.048036,0.071427,0.215456,0.132097,0.169770,0.049934,0.053169,0.081782,0.115444,0.064774,0.050050,0.051500,0.054598,0.160263,0.092160,0.081306,0.055074,0.079348,0.056384,0.049548,0.045738,0.056205,0.079360,0.053111,0.062940,0.086572,0.043839,0.046014,0.049849,0.045628,0.045820,0.042760,0.117443,0.170470,0.157462,0.070519,0.054367,0.052800,0.056482,0.055131,0.053121,0.053574,0.048495,0.051108,0.044800,0.054444,0.050651,0.046483,0.061526,0.050318,0.053640,0.065682,0.050347,0.049301,0.049352,0.053492,0.053100,0.051688,0.057681,0.056760,0.065442,0.048529,0.052300,0.041999,0.049161,0.043270,0.361774,0.147452,0.146732,0.105732,0.096869,0.239125,0.499470
388,0.068127,0.041366,0.064972,0.052647,0.042300,0.054253,0.053418,0.048328,0.047175,0.043973,0.044433,0.044997,0.053288,0.051305,0.047689,0.194190,0.050823,0.048998,0.047462,0.063233,0.048319,0.059746,0.052379,0.060745,0.071381,0.070872,0.067766,0.050486,0.051568,0.088362,0.109909,0.078175,0.043714,0.056189,0.061601,0.053928,0.082643,0.066253,0.053441,0.047994,0.072924,0.218285,0.137696,0.175343,0.050051,0.053435,0.084798,0.120589,0.066293,0.050100,0.051500,0.054911,0.160083,0.094246,0.083298,0.054933,0.079333,0.056694,0.049521,0.045726,0.056202,0.082322,0.053103,0.063134,0.087091,0.043692,0.045900,0.050125,0.045489,0.045715,0.042658,0.120348,0.178173,0.158706,0.070918,0.054410,0.052800,0.056384,0.055307,0.053109,0.053590,0.048498,0.051071,0.044800,0.054430,0.050581,0.046558,0.061667,0.050236,0.053660,0.065764,0.050332,0.049355,0.049367,0.053498,0.053100,0.051750,0.058073,0.057037,0.066522,0.048595,0.052300,0.041934,0.049183,0.043102,0.366846,0.146667,0.145856,0.106006,0.096012,0.241015,0.501871
389,0.068408,0.041317,0.065874,0.052624,0.042300,0.054384,0.053464,0.048214,0.047038,0.043884,0.044334,0.044950,0.053371,0.051248,0.047597,0.197310,0.050710,0.049000,0.047547,0.063859,0.048257,0.060677,0.052285,0.060969,0.072228,0.073246,0.070541,0.050648,0.051384,0.090902,0.113838,0.081137,0.043855,0.057425,0.063321,0.054115,0.085425,0.066866,0.053815,0.047948,0.074485,0.221167,0.143505,0.181128,0.050174,0.053714,0.087945,0.125953,0.067878,0.050150,0.051500,0.055212,0.159894,0.096394,0.085366,0.054808,0.079317,0.056999,0.049505,0.045713,0.056200,0.085409,0.053100,0.063321,0.087568,0.043545,0.045796,0.050409,0.045346,0.045608,0.042570,0.123233,0.186087,0.159535,0.071279,0.054454,0.052800,0.056322,0.055463,0.053102,0.053598,0.048500,0.051035,0.044800,0.054415,0.050530,0.046630,0.061792,0.050163,0.053680,0.065837,0.050317,0.049389,0.049383,0.053500,0.053100,0.051787,0.058480,0.057317,0.067643,0.048652,0.052300,0.041868,0.049196,0.042945,0.371988,0.145847,0.144944,0.106262,0.095155,0.242841,0.504248
