380,0.126600,0.099400,0.034300,0.127400,0.099200,0.034700,0.126700,0.099500,0.034800,0.126500,0.099400,0.033900,0.127500,0.098900,0.034200,0.126000,0.099300,0.033100,0.126400,0.098000,0.032800,0.045000,0.067500,0.043800,0.071200,0.082900,0.099400,0.088200,0.102000,0.102800,0.109200,0.116200,0.130600,0.127900,0.121500,0.123000,0.120000,0.099300,0.114000,0.034600,0.098700,0.044500,0.057600,0.047700,0.042000,0.046600,0.077000,0.095000,0.103200,0.088800,0.065500,0.110600,0.110300,0.124200,0.101000,0.111400,0.117800,0.122400,0.124100,0.125500,0.127500,0.085600,0.048200,0.045100,0.048400,0.076100,0.049200,0.034800,0.063200,0.079600,0.083900,0.041600,0.092100,0.095800,0.124500,0.123700,0.125000,0.123000,0.015800,0.098600,0.034800,0.060400,0.070000,0.050100,0.049100,0.060500,0.048600,0.046800,0.138800,0.121900,0.126100,0.117000,0.075600,0.065800,0.044400,0.055400,0.057600,0.071900,0.011400,0.035400,0.098500,0.041300,0.047200,0.056200,0.092300,0.063000,0.044000,0.091700,0.106300,0.136800,0.135600,0.099500,0.091900,0.107700,0.115000,0.101000,0.099600,0.106600,0.005200,0.126900,0.127900,0.034700,0.049400,0.051800,0.068200,0.055700,0.083100,0.077000,0.090900,0.136500,0.135300,0.077100,0.057000,0.077600,0.078700,0.107700,0.119100,0.118300,0.109500,0.099600,0.035100,0.044500,0.065600,0.080400,0.058900,0.069400,0.102500,0.108600,0.061800,0.047800,0.039500,0.039000,0.130900,0.128100,0.115000,0.104300,0.105600,0.095700,0.002600,0.036200,0.099400,0.060000,0.064100,0.061100,0.066200,0.080600,0.099800,0.092000,0.118800,0.120600,0.114600,0.123300,0.118800,0.127800,0.124200,0.125100,0.097600,0.085600,0.009700,0.128300,0.128500,0.048500,0.058800,0.056900,0.072200,0.087800,0.090100,0.109100,0.120300,0.130200,0.116400,0.080900,0.073900,0.105700,0.100600,0.103500,0.101800,0.061600,0.041400,0.101000,0.035000,0.060400,0.064700,0.079400,0.102400,0.084400,0.103900,0.107900,0.118100,0.125600,0.111100,0.127000,0.142400,0.125200,0.114700,0.125500,0.071700,0.097700,0.035000,0.034900,0.099300,0.128700,0.034700,0.099300,0.127500,0.034800,0.100200,0.125700,0.035000,0.099400,0.127100,0.035800,0.100300,0.128300,0.036000,0.098200,0.124700,0.034200,0.099700,0.125100
381,0.128870,0.102462,0.034379,0.129537,0.102283,0.034747,0.128802,0.102432,0.034938,0.128717,0.102548,0.034148,0.129672,0.101982,0.034333,0.128345,0.102182,0.033373,0.128708,0.101071,0.033054,0.045054,0.068511,0.043997,0.072546,0.085648,0.102656,0.090605,0.105321,0.106166,0.112791,0.120233,0.134021,0.131370,0.125058,0.126560,0.122686,0.102620,0.117838,0.034930,0.101682,0.044762,0.058207,0.047952,0.042202,0.046918,0.078535,0.097934,0.106551,0.090825,0.066341,0.114322,0.114221,0.128534,0.104140,0.115350,0.121712,0.126099,0.127736,0.127658,0.129582,0.087960,0.048590,0.045440,0.048539,0.077575,0.049412,0.034773,0.064044,0.081264,0.085837,0.041886,0.094732,0.098933,0.127374,0.127428,0.127540,0.126215,0.016233,0.101684,0.034989,0.061042,0.071120,0.050593,0.049225,0.061039,0.048789,0.046938,0.141241,0.124268,0.129221,0.120788,0.077080,0.066469,0.044582,0.055819,0.058177,0.073116,0.011427,0.035460,0.101358,0.041369,0.047323,0.056630,0.094722,0.063528,0.044346,0.094425,0.110008,0.139213,0.138189,0.102942,0.094384,0.111485,0.118764,0.103993,0.102481,0.110139,0.005185,0.129023,0.129974,0.034877,0.049770,0.051880,0.069347,0.056013,0.085025,0.078585,0.093622,0.138836,0.137676,0.078846,0.057954,0.079532,0.080716,0.110809,0.122603,0.122146,0.112088,0.102622,0.035259,0.044702,0.066660,0.081662,0.059948,0.070833,0.105975,0.111818,0.062728,0.047890,0.039771,0.039159,0.133753,0.130627,0.118885,0.107616,0.109054,0.098392,0.002570,0.036368,0.102359,0.060927,0.065029,0.062353,0.067607,0.082794,0.102743,0.094490,0.122512,0.123464,0.117804,0.126413,0.121852,0.130790,0.127354,0.129198,0.100795,0.087851,0.009710,0.130324,0.130642,0.048920,0.059300,0.057676,0.073592,0.090050,0.092455,0.112222,0.123270,0.132742,0.119894,0.083377,0.075886,0.109692,0.104098,0.106778,0.104889,0.062326,0.041373,0.104018,0.035251,0.061184,0.065753,0.080397,0.105052,0.085979,0.107404,0.111224,0.121824,0.129097,0.114892,0.129812,0.145333,0.128829,0.118216,0.128545,0.072968,0.100778,0.036549,0.035033,0.102470,0.130760,0.034894,0.102428,0.129609,0.034899,0.103203,0.127734,0.035254,0.102418,0.129157,0.035879,0.103371,0.130217,0.036094,0.101302,0.126632,0.034488,0.102640,0.127239
382,0.132342,0.105588,0.034457,0.132887,0.105422,0.034797,0.132116,0.105439,0.035073,0.132128,0.105750,0.034391,0.133077,0.105128,0.034462,0.131881,0.105145,0.033638,0.132214,0.104203,0.033303,0.045098,0.069488,0.044188,0.073851,0.088413,0.105991,0.092959,0.108693,0.109562,0.116542,0.124742,0.138379,0.135684,0.129173,0.130737,0.126197,0.106106,0.122010,0.035247,0.104728,0.045016,0.058797,0.048197,0.042399,0.047227,0.080040,0.100876,0.109963,0.092848,0.067165,0.118282,0.118537,0.133355,0.107339,0.119562,0.126199,0.130320,0.132079,0.131021,0.132887,0.090298,0.048967,0.045769,0.048676,0.079017,0.049617,0.034751,0.064866,0.082886,0.087748,0.042164,0.097368,0.102112,0.131282,0.131885,0.131115,0.130563,0.016690,0.104827,0.035172,0.061665,0.072220,0.051070,0.049348,0.061565,0.048972,0.047073,0.144942,0.127768,0.133234,0.125181,0.078549,0.067126,0.044759,0.056227,0.058737,0.074302,0.011449,0.035520,0.104291,0.041437,0.047443,0.057048,0.097157,0.064060,0.044673,0.097188,0.114068,0.142928,0.142053,0.106561,0.096945,0.115446,0.122814,0.107097,0.105491,0.113937,0.005170,0.132341,0.133264,0.035049,0.050127,0.051960,0.070478,0.056321,0.086948,0.080161,0.096370,0.142478,0.141356,0.080574,0.058897,0.081456,0.082763,0.114137,0.126627,0.126463,0.116015,0.105708,0.035413,0.044909,0.067709,0.082937,0.061014,0.072301,0.109797,0.115442,0.063631,0.047980,0.040033,0.039313,0.137647,0.134314,0.123212,0.111213,0.112814,0.101139,0.002541,0.036531,0.105385,0.061836,0.065984,0.063642,0.069096,0.085103,0.105906,0.097268,0.126866,0.127140,0.121652,0.130345,0.125638,0.134891,0.131432,0.133912,0.104078,0.090092,0.009720,0.133557,0.133990,0.049331,0.059820,0.058501,0.075190,0.092549,0.095051,0.115920,0.127139,0.136427,0.124087,0.085928,0.077894,0.114081,0.108015,0.110216,0.108143,0.063035,0.041351,0.107100,0.035493,0.061942,0.066781,0.081484,0.107957,0.087652,0.111060,0.114779,0.126015,0.133376,0.119026,0.133663,0.149577,0.133197,0.122519,0.132573,0.074232,0.103900,0.038233,0.035162,0.105689,0.134037,0.035085,0.105610,0.132934,0.034995,0.106273,0.130986,0.035503,0.105500,0.132426,0.035955,0.106503,0.133363,0.036184,0.104458,0.129775,0.034768,0.105650,0.130559
383,0.136897,0.108776,0.034532,0.137330,0.108616,0.034850,0.136523,0.108516,0.035205,0.136617,0.109006,0.034623,0.137592,0.108336,0.034587,0.136492,0.108187,0.033892,0.136801,0.107396,0.033542,0.045131,0.070425,0.044372,0.075109,0.091193,0.109405,0.095258,0.112115,0.112989,0.120444,0.129696,0.143594,0.140770,0.133806,0.135486,0.130459,0.109750,0.126496,0.035546,0.107836,0.045257,0.059368,0.048431,0.042589,0.047523,0.081512,0.103826,0.113435,0.094871,0.067970,0.122467,0.123225,0.138631,0.110595,0.124022,0.131221,0.135027,0.137072,0.135471,0.137293,0.092615,0.049332,0.046085,0.048812,0.080426,0.049815,0.034734,0.065663,0.084460,0.089631,0.042429,0.100008,0.105337,0.136129,0.137012,0.135627,0.135939,0.017171,0.108026,0.035348,0.062269,0.073299,0.051528,0.049471,0.062076,0.049148,0.047201,0.149779,0.132291,0.138059,0.130136,0.080007,0.067771,0.044930,0.056620,0.059279,0.075457,0.011466,0.035580,0.107297,0.041502,0.047558,0.057455,0.099605,0.064598,0.044975,0.099989,0.118459,0.147816,0.147068,0.110351,0.099580,0.119576,0.127137,0.110311,0.108626,0.117980,0.005156,0.136737,0.137648,0.035214,0.050471,0.052040,0.071593,0.056624,0.088871,0.081726,0.099141,0.147297,0.146213,0.082283,0.059829,0.083374,0.084841,0.117673,0.131135,0.131220,0.121151,0.108856,0.035561,0.045119,0.068747,0.084225,0.062095,0.073803,0.113943,0.119446,0.064507,0.048070,0.040285,0.039461,0.142487,0.139049,0.127952,0.115075,0.116864,0.103937,0.002513,0.036688,0.108476,0.062727,0.066966,0.064964,0.070664,0.087521,0.109276,0.100314,0.131814,0.131557,0.126092,0.135026,0.130096,0.140001,0.136352,0.139199,0.107446,0.092325,0.009730,0.137876,0.138422,0.049732,0.060359,0.059374,0.076978,0.095281,0.097873,0.120149,0.131825,0.141143,0.128926,0.088549,0.079923,0.118844,0.112322,0.113809,0.111553,0.063724,0.041334,0.110246,0.035720,0.062669,0.067782,0.082656,0.111100,0.089415,0.114864,0.118552,0.130643,0.138374,0.123481,0.138458,0.155007,0.138245,0.127547,0.137495,0.075492,0.107067,0.040042,0.035285,0.108956,0.138411,0.035267,0.108846,0.137355,0.035087,0.109406,0.135333,0.035742,0.108646,0.136787,0.036028,0.109696,0.137616,0.036271,0.107666,0.134009,0.035035,0.108726,0.134942
384,0.142418,0.112024,0.034606,0.142744,0.111863,0.034907,0.141900,0.111664,0.035332,0.142064,0.112314,0.034840,0.143095,0.111604,0.034707,0.142062,0.111307,0.034130,0.142350,0.110646,0.033766,0.045157,0.071313,0.044549,0.076317,0.093990,0.112894,0.097500,0.115587,0.116446,0.124493,0.135063,0.149585,0.146559,0.138916,0.140759,0.135400,0.113545,0.131278,0.035822,0.111004,0.045480,0.059918,0.048651,0.042773,0.047800,0.082951,0.106785,0.116965,0.096892,0.068755,0.126866,0.128260,0.144332,0.113909,0.128717,0.136738,0.140184,0.142660,0.140888,0.142677,0.094909,0.049682,0.046384,0.048945,0.081800,0.050004,0.034722,0.066434,0.085985,0.091487,0.042679,0.102652,0.108605,0.141821,0.142754,0.140980,0.142241,0.017674,0.111280,0.035513,0.062851,0.074357,0.051965,0.049592,0.062574,0.049313,0.047322,0.155629,0.137728,0.143621,0.135608,0.081454,0.068403,0.045094,0.057000,0.059800,0.076579,0.011478,0.035640,0.110373,0.041566,0.047668,0.057849,0.102066,0.065141,0.045250,0.102827,0.123160,0.153748,0.153110,0.114304,0.102286,0.123867,0.131715,0.113628,0.111878,0.122254,0.005143,0.142091,0.143007,0.035371,0.050798,0.052120,0.072691,0.056922,0.090792,0.083282,0.101937,0.153163,0.152116,0.083974,0.060748,0.085285,0.086949,0.121406,0.136089,0.136386,0.127362,0.112064,0.035700,0.045334,0.069775,0.085527,0.063193,0.075339,0.118394,0.123803,0.065354,0.048160,0.040524,0.039600,0.148176,0.144722,0.133076,0.119187,0.121183,0.106788,0.002486,0.036834,0.111631,0.063600,0.067973,0.066321,0.072305,0.090044,0.112842,0.103611,0.137307,0.136644,0.131075,0.140386,0.135166,0.146017,0.142035,0.145013,0.110897,0.094549,0.009740,0.143162,0.143821,0.050121,0.060916,0.060291,0.078942,0.098230,0.100905,0.124865,0.137252,0.146784,0.134354,0.091240,0.081973,0.123956,0.116993,0.117549,0.115112,0.064392,0.041322,0.113453,0.035930,0.063361,0.068754,0.083908,0.114467,0.091263,0.118808,0.122533,0.135674,0.144025,0.128238,0.144102,0.161498,0.143915,0.133234,0.143223,0.076748,0.110277,0.041970,0.035402,0.112271,0.143760,0.035438,0.112134,0.142751,0.035174,0.112602,0.140654,0.035966,0.111853,0.142118,0.036098,0.112946,0.142849,0.036353,0.110925,0.139210,0.035287,0.111869,0.140272
385,0.148786,0.115331,0.034677,0.149011,0.115162,0.034966,0.148129,0.114879,0.035455,0.148354,0.115673,0.035039,0.149464,0.114931,0.034822,0.148474,0.114500,0.034349,0.148746,0.113954,0.033969,0.045175,0.072145,0.044717,0.077468,0.096803,0.116457,0.099682,0.119107,0.119933,0.128681,0.140812,0.156271,0.152980,0.144461,0.146510,0.140946,0.117484,0.136336,0.036069,0.114232,0.045681,0.060447,0.048854,0.042949,0.048054,0.084355,0.109751,0.120552,0.098913,0.069519,0.131467,0.133618,0.150427,0.117277,0.133635,0.142706,0.145753,0.148789,0.147152,0.148918,0.097182,0.050016,0.046664,0.049076,0.083136,0.050183,0.034713,0.067176,0.087457,0.093315,0.042912,0.105300,0.111917,0.148263,0.149053,0.147076,0.149365,0.018199,0.114589,0.035664,0.063410,0.075392,0.052379,0.049713,0.063055,0.049464,0.047433,0.162370,0.143969,0.149841,0.141553,0.082890,0.069022,0.045251,0.057363,0.060299,0.077666,0.011487,0.035700,0.113519,0.041627,0.047773,0.058230,0.104540,0.065689,0.045494,0.105701,0.128150,0.160597,0.160056,0.118412,0.105062,0.128312,0.136534,0.117046,0.115245,0.126746,0.005131,0.148285,0.149217,0.035520,0.051107,0.052200,0.073772,0.057215,0.092713,0.084827,0.104756,0.159947,0.158938,0.085645,0.061655,0.087188,0.089087,0.125324,0.141453,0.141928,0.134520,0.115331,0.035827,0.045552,0.070791,0.086841,0.064307,0.076907,0.123127,0.128484,0.066169,0.048250,0.040749,0.039727,0.154620,0.151220,0.138556,0.123532,0.125757,0.109688,0.002462,0.036970,0.114847,0.064453,0.069004,0.067709,0.074017,0.092667,0.116593,0.107139,0.143297,0.142332,0.136549,0.146355,0.140785,0.152837,0.148398,0.151311,0.114428,0.096764,0.009750,0.149293,0.150065,0.050500,0.061490,0.061251,0.081068,0.101381,0.104134,0.130023,0.143338,0.153238,0.140316,0.093996,0.084044,0.129393,0.121999,0.121429,0.118813,0.065039,0.041313,0.116720,0.036119,0.064013,0.069696,0.085235,0.118041,0.093193,0.122888,0.126708,0.141079,0.150267,0.133277,0.150497,0.168924,0.150148,0.139517,0.149670,0.078000,0.113529,0.044009,0.035511,0.115632,0.149961,0.035594,0.115473,0.148999,0.035253,0.115858,0.146826,0.036169,0.115120,0.148299,0.036163,0.116254,0.148940,0.036430,0.114235,0.145257,0.035517,0.115075,0.146433
386,0.155883,0.118696,0.034746,0.156009,0.118512,0.035028,0.155087,0.118160,0.035574,0.155367,0.119083,0.035214,0.156575,0.118316,0.034931,0.155613,0.117766,0.034543,0.155869,0.117317,0.034146,0.045187,0.072914,0.044875,0.078557,0.099631,0.120091,0.101801,0.122675,0.123449,0.133003,0.146912,0.163571,0.159963,0.150401,0.152692,0.147024,0.121561,0.141651,0.036282,0.117517,0.045856,0.060951,0.049037,0.043117,0.048280,0.085722,0.112725,0.124195,0.100932,0.070262,0.136259,0.139274,0.156883,0.120699,0.138762,0.149086,0.151698,0.155403,0.154144,0.155894,0.099432,0.050333,0.046923,0.049205,0.084433,0.050351,0.034706,0.067889,0.088872,0.095113,0.043123,0.107952,0.115272,0.155360,0.155851,0.153818,0.157208,0.018743,0.117950,0.035798,0.063945,0.076403,0.052766,0.049832,0.063521,0.049598,0.047534,0.169876,0.150904,0.156641,0.147925,0.084315,0.069627,0.045399,0.057709,0.060774,0.078715,0.011494,0.035760,0.116730,0.041687,0.047872,0.058596,0.107026,0.066242,0.045702,0.108612,0.133408,0.168235,0.167782,0.122666,0.107906,0.132904,0.141578,0.120560,0.118720,0.131443,0.005121,0.155200,0.156158,0.035659,0.051395,0.052280,0.074835,0.057503,0.094632,0.086362,0.107599,0.167519,0.166548,0.087296,0.062550,0.089085,0.091254,0.129416,0.147188,0.147816,0.142491,0.118656,0.035940,0.045774,0.071797,0.088168,0.065436,0.078506,0.128123,0.133462,0.066951,0.048340,0.040958,0.039840,0.161723,0.158433,0.144364,0.128094,0.130565,0.112637,0.002442,0.037091,0.118124,0.065285,0.070059,0.069129,0.075796,0.095385,0.120515,0.110880,0.149735,0.148548,0.142463,0.152865,0.146894,0.160358,0.155362,0.158048,0.118037,0.098969,0.009760,0.156149,0.157037,0.050866,0.062081,0.062251,0.083339,0.104718,0.107544,0.135580,0.150005,0.160397,0.146757,0.096817,0.086135,0.135130,0.127313,0.125443,0.122650,0.065662,0.041306,0.120045,0.036282,0.064620,0.070607,0.086631,0.121808,0.095199,0.127096,0.131067,0.146825,0.157036,0.138577,0.157548,0.177161,0.156885,0.146330,0.156747,0.079248,0.116823,0.046151,0.035611,0.119038,0.156893,0.035730,0.118863,0.155980,0.035324,0.119175,0.153729,0.036346,0.118445,0.155207,0.036222,0.119617,0.155764,0.036500,0.117594,0.152027,0.035722,0.118343,0.153307
387,0.163591,0.122116,0.034813,0.163617,0.121912,0.035093,0.162653,0.121504,0.035688,0.162985,0.122541,0.035363,0.164307,0.121756,0.035033,0.163361,0.121101,0.034710,0.163604,0.120735,0.034293,0.045195,0.073611,0.045024,0.079580,0.102475,0.123795,0.103856,0.126289,0.126994,0.137452,0.153332,0.171405,0.167437,0.156696,0.159259,0.153561,0.125768,0.147204,0.036457,0.120857,0.046000,0.061431,0.049196,0.043277,0.048473,0.087052,0.115707,0.127893,0.102951,0.070983,0.141229,0.145205,0.163669,0.124173,0.144085,0.155837,0.157982,0.162446,0.161745,0.163482,0.101659,0.050631,0.047159,0.049332,0.085690,0.050508,0.034703,0.068569,0.090227,0.096881,0.043310,0.110608,0.118668,0.163017,0.163092,0.161109,0.165666,0.019307,0.121363,0.035912,0.064452,0.077391,0.053125,0.049951,0.063968,0.049712,0.047623,0.178026,0.158425,0.163945,0.154680,0.085729,0.070218,0.045539,0.058038,0.061224,0.079725,0.011497,0.035820,0.120006,0.041744,0.047965,0.058947,0.109526,0.066799,0.045870,0.111558,0.138913,0.176532,0.176163,0.127060,0.110813,0.137636,0.146833,0.124167,0.122298,0.136330,0.005112,0.162718,0.163708,0.035788,0.051660,0.052360,0.075879,0.057786,0.096551,0.087887,0.110465,0.175750,0.174819,0.088928,0.063432,0.090974,0.093449,0.133671,0.153257,0.154019,0.151147,0.122037,0.036036,0.046000,0.072790,0.089508,0.066580,0.080136,0.133359,0.138710,0.067697,0.048430,0.041149,0.039936,0.169387,0.166248,0.150470,0.132858,0.135592,0.115635,0.002424,0.037198,0.121460,0.066097,0.071137,0.070579,0.077637,0.098192,0.124599,0.114816,0.156572,0.155224,0.148766,0.159844,0.153431,0.168477,0.162845,0.165180,0.121721,0.101166,0.009770,0.163609,0.164616,0.051220,0.062689,0.063288,0.085743,0.108224,0.111121,0.141490,0.157175,0.168152,0.153621,0.099700,0.088247,0.141143,0.132908,0.129584,0.126614,0.066261,0.041303,0.123428,0.036415,0.065177,0.071484,0.088090,0.125753,0.097277,0.131428,0.135598,0.152882,0.164268,0.144120,0.165160,0.186082,0.164067,0.153609,0.164367,0.080492,0.120158,0.048389,0.035701,0.122489,0.164435,0.035842,0.122301,0.163571,0.035386,0.122548,0.161239,0.036493,0.121828,0.162723,0.036277,0.123035,0.163196,0.036563,0.121001,0.159398,0.035897,0.121671,0.160777
388,0.171792,0.125592,0.034878,0.171715,0.125361,0.035160,0.170709,0.124910,0.035797,0.171093,0.126048,0.035479,0.172536,0.125252,0.035129,0.171603,0.124503,0.034844,0.171832,0.124206,0.034405,0.045198,0.074230,0.045161,0.080532,0.105335,0.127565,0.105842,0.129948,0.130568,0.142022,0.160041,0.179692,0.175331,0.163305,0.166164,0.160485,0.130098,0.152976,0.036589,0.124252,0.046108,0.061883,0.049329,0.043428,0.048627,0.088343,0.118697,0.131644,0.104968,0.071680,0.146368,0.151386,0.170755,0.127699,0.149591,0.162917,0.164568,0.169863,0.169834,0.171561,0.103863,0.050909,0.047369,0.049457,0.086905,0.050653,0.034701,0.069216,0.091519,0.098619,0.043471,0.113268,0.122105,0.171139,0.170719,0.168851,0.174636,0.019888,0.124827,0.036002,0.064932,0.078353,0.053451,0.050068,0.064398,0.049802,0.047698,0.186695,0.166420,0.171674,0.161774,0.087131,0.070794,0.045670,0.058346,0.061646,0.080694,0.011499,0.035880,0.123345,0.041799,0.048051,0.059282,0.112038,0.067361,0.045995,0.114538,0.144644,0.185361,0.185075,0.131585,0.113783,0.142501,0.152281,0.127862,0.125974,0.141395,0.005106,0.170720,0.171746,0.035904,0.051901,0.052440,0.076905,0.058063,0.098468,0.089402,0.113354,0.184510,0.183620,0.090539,0.064301,0.092857,0.095673,0.138078,0.159624,0.160505,0.160354,0.125472,0.036113,0.046230,0.073772,0.090860,0.067739,0.081796,0.138815,0.144201,0.068405,0.048520,0.041321,0.040013,0.177519,0.174556,0.156848,0.137808,0.140818,0.118678,0.002411,0.037286,0.124852,0.066888,0.072237,0.072058,0.079537,0.101083,0.128832,0.118927,0.163761,0.162288,0.155407,0.167222,0.160335,0.177092,0.170766,0.172662,0.125478,0.103353,0.009780,0.171551,0.172682,0.051560,0.063311,0.064360,0.088264,0.111883,0.114849,0.147710,0.164766,0.176394,0.160853,0.102643,0.090378,0.147409,0.138756,0.133845,0.130699,0.066835,0.041301,0.126865,0.036515,0.065679,0.072327,0.089609,0.129860,0.099423,0.135876,0.140288,0.159217,0.171898,0.149884,0.173237,0.195562,0.171636,0.161290,0.172441,0.081732,0.123533,0.050715,0.035780,0.125984,0.172465,0.035927,0.125788,0.171653,0.035437,0.125978,0.169236,0.036605,0.125265,0.170724,0.036325,0.126506,0.171112,0.036618,0.124455,0.167249,0.036038,0.125058,0.168727
389,0.180367,0.129120,0.034940,0.180183,0.128857,0.035229,0.179131,0.128376,0.035901,0.179570,0.129601,0.035560,0.181142,0.128800,0.035218,0.180221,0.127970,0.034942,0.180437,0.127728,0.034475,0.045200,0.074762,0.045287,0.081407,0.108210,0.131401,0.107758,0.133652,0.134170,0.146707,0.167007,0.188350,0.183576,0.170186,0.173360,0.167722,0.134545,0.158948,0.036671,0.127701,0.046176,0.062307,0.049431,0.043569,0.048738,0.089592,0.121694,0.135446,0.106985,0.072352,0.151662,0.157792,0.178109,0.131275,0.155267,0.170285,0.171420,0.177600,0.178292,0.180007,0.106044,0.051166,0.047550,0.049580,0.088075,0.050784,0.034700,0.069827,0.092744,0.100326,0.043602,0.115932,0.125583,0.179632,0.178674,0.176947,0.184015,0.020486,0.128339,0.036066,0.065382,0.079290,0.053744,0.050185,0.064809,0.049866,0.047758,0.195761,0.174782,0.179752,0.169162,0.088521,0.071355,0.045790,0.058634,0.062038,0.081619,0.011500,0.035940,0.126743,0.041851,0.048129,0.059600,0.114563,0.067928,0.046073,0.117553,0.150580,0.194593,0.194396,0.136235,0.116813,0.147491,0.157909,0.131641,0.129743,0.146622,0.005101,0.179087,0.180150,0.036009,0.052115,0.052520,0.077912,0.058334,0.100385,0.090906,0.116266,0.193670,0.192824,0.092130,0.065157,0.094732,0.097923,0.142625,0.166251,0.167242,0.169982,0.128960,0.036169,0.046463,0.074742,0.092224,0.068912,0.083484,0.144469,0.149907,0.069073,0.048610,0.041472,0.040069,0.186022,0.183243,0.163467,0.142927,0.146227,0.121767,0.002403,0.037354,0.128299,0.067655,0.073358,0.073566,0.081493,0.104054,0.133203,0.123194,0.171253,0.169670,0.162335,0.174931,0.167545,0.186101,0.179045,0.180450,0.129305,0.105531,0.009790,0.179855,0.181117,0.051887,0.063949,0.065465,0.090888,0.115681,0.118713,0.154194,0.172701,0.185013,0.168398,0.105644,0.092530,0.153903,0.144829,0.138219,0.134896,0.067382,0.041300,0.130356,0.036578,0.066122,0.073132,0.091180,0.134114,0.101632,0.140436,0.145126,0.165801,0.179863,0.155851,0.181682,0.205477,0.179534,0.169308,0.180881,0.082968,0.126947,0.053121,0.035847,0.129521,0.180860,0.035981,0.129321,0.180103,0.035475,0.129463,0.177597,0.036675,0.128756,0.179090,0.036366,0.130028,0.179389,0.036664,0.127955,0.175457,0.036141,0.128502,0.177041
