380,0.130256,0.188240,0.026567,0.187630,0.201367,0.009800,0.266600,0.085375,0.313233,0.209860,0.210233,0.021567,0.024900,0.010480,0.018400,0.013900,0.019200,0.029250,0.202867,0.033775,0.045600,0.225750,0.027317,0.014200,0.003100,0.005900,0.003733,0.124800,0.060574,0.083440,0.024533,0.016000,0.035567,0.347700,0.085500,0.017000,0.258490,0.305225,0.012633,0.013575,0.007667,0.027750,0.170570,0.027400,0.023567,0.112150,0.010200,0.010467,0.080933,0.007067,0.018175,0.058732,0.041126,0.056380,0.055875,0.340717,0.265533,0.031100,0.088667,0.013933,0.006611,0.078050,0.054190,0.071900,0.021400,0.003567,0.190433,0.032700,0.018462,0.035900,0.004975,0.043067,0.039367,0.041867,0.097720,0.030750,0.074025,0.133087,0.019933,0.007467,0.002400,0.294470,0.039550,0.075400,0.027625,0.052650,0.180225,0.035440,0.135467,0.004067,0.002167,0.005667,0.087800,0.124333,0.050075,0.261800,0.104400,0.105250,0.006650,0.035767,0.053133,0.039400,0.037333,0.151525,0.006333
381,0.133601,0.185964,0.026925,0.183538,0.198841,0.009773,0.271040,0.085974,0.320661,0.215823,0.221734,0.021577,0.026088,0.010549,0.018510,0.013921,0.019532,0.029635,0.211221,0.033846,0.045675,0.233251,0.026079,0.014218,0.003099,0.005946,0.003749,0.122153,0.061131,0.086164,0.024884,0.016170,0.039290,0.346717,0.085578,0.017119,0.263730,0.305889,0.012681,0.013528,0.007667,0.027740,0.166503,0.027934,0.023598,0.109242,0.010212,0.010422,0.079681,0.006887,0.017388,0.061481,0.042163,0.058554,0.058264,0.344026,0.272280,0.033109,0.091238,0.013957,0.006485,0.080404,0.056930,0.075324,0.022375,0.003615,0.189608,0.032303,0.019379,0.035983,0.004981,0.042349,0.040423,0.041637,0.100960,0.030901,0.074480,0.135828,0.020077,0.007358,0.002401,0.290488,0.039798,0.079896,0.027883,0.052803,0.183699,0.036511,0.135970,0.003888,0.002145,0.005448,0.089955,0.122476,0.051842,0.266073,0.108280,0.102433,0.007160,0.038394,0.054240,0.039734,0.039877,0.155265,0.006274
382,0.137528,0.183657,0.027950,0.179462,0.196286,0.009751,0.275769,0.086553,0.328017,0.221896,0.233558,0.021609,0.027415,0.010637,0.018825,0.013956,0.020026,0.030745,0.219652,0.033937,0.045895,0.240706,0.025035,0.014233,0.003098,0.006080,0.003762,0.119521,0.061713,0.089301,0.025527,0.016657,0.043614,0.345694,0.085805,0.017461,0.269296,0.306622,0.012820,0.013490,0.007666,0.027726,0.162428,0.029334,0.023688,0.106373,0.010246,0.010385,0.078398,0.006713,0.016671,0.064951,0.043953,0.061665,0.060617,0.347610,0.278870,0.035407,0.094229,0.014026,0.006363,0.083054,0.059581,0.078848,0.023317,0.003666,0.188785,0.031891,0.020530,0.036224,0.004998,0.041639,0.041558,0.041400,0.104348,0.031335,0.075407,0.138624,0.020494,0.007271,0.002402,0.286494,0.040509,0.084738,0.028141,0.052951,0.187392,0.037780,0.136617,0.003714,0.002123,0.005235,0.092387,0.120605,0.054140,0.270449,0.112752,0.099656,0.007718,0.041195,0.055462,0.040689,0.042822,0.159130,0.006216
383,0.141992,0.181321,0.029569,0.175403,0.193703,0.009734,0.280773,0.087110,0.335300,0.228076,0.245696,0.021662,0.028871,0.010744,0.019324,0.014004,0.020666,0.032508,0.228159,0.034045,0.046248,0.248116,0.024170,0.014244,0.003095,0.006294,0.003772,0.116904,0.062317,0.092821,0.026434,0.017429,0.048494,0.344632,0.086171,0.018008,0.275172,0.307421,0.013044,0.013460,0.007665,0.027710,0.158344,0.031503,0.023837,0.103543,0.010300,0.010357,0.077086,0.006547,0.016028,0.069082,0.046420,0.065623,0.062932,0.351452,0.285293,0.037974,0.097609,0.014135,0.006246,0.085979,0.062132,0.082468,0.024221,0.003720,0.187965,0.031465,0.021893,0.036613,0.005026,0.040937,0.042766,0.041158,0.107880,0.032022,0.076757,0.141473,0.021158,0.007204,0.002405,0.282486,0.041633,0.089908,0.028398,0.053095,0.191292,0.039231,0.137393,0.003546,0.002100,0.005030,0.095078,0.118719,0.056922,0.274925,0.117773,0.096918,0.008323,0.044161,0.056790,0.042198,0.046138,0.163118,0.006159
384,0.146950,0.178956,0.031707,0.171361,0.191092,0.009722,0.286038,0.087640,0.342510,0.234363,0.258137,0.021736,0.030447,0.010868,0.019985,0.014064,0.021437,0.034854,0.236742,0.034168,0.046724,0.255480,0.023469,0.014252,0.003091,0.006580,0.003781,0.114302,0.062945,0.096694,0.027573,0.018451,0.053887,0.343534,0.086667,0.018740,0.281341,0.308281,0.013349,0.013438,0.007665,0.027690,0.154252,0.034347,0.024041,0.100756,0.010372,0.010336,0.075744,0.006390,0.015461,0.073811,0.049485,0.070341,0.065208,0.355537,0.291541,0.040790,0.101346,0.014279,0.006136,0.089159,0.064569,0.086183,0.025076,0.003777,0.187148,0.031025,0.023451,0.037137,0.005064,0.040244,0.044043,0.040909,0.111549,0.032936,0.078479,0.144374,0.022048,0.007153,0.002408,0.278465,0.043118,0.095387,0.028654,0.053233,0.195390,0.040849,0.138287,0.003389,0.002077,0.004832,0.098009,0.116819,0.060141,0.279500,0.123300,0.094222,0.008971,0.047282,0.058219,0.044190,0.049797,0.167224,0.006103
385,0.152357,0.176562,0.034291,0.167336,0.188454,0.009713,0.291549,0.088140,0.349644,0.240752,0.270872,0.021830,0.032135,0.011007,0.020786,0.014133,0.022322,0.037714,0.245399,0.034306,0.047314,0.262797,0.022917,0.014258,0.003086,0.006930,0.003787,0.111716,0.063593,0.100890,0.028913,0.019693,0.059748,0.342400,0.087282,0.019636,0.287788,0.309197,0.013728,0.013422,0.007663,0.027669,0.150152,0.037770,0.024297,0.098010,0.010461,0.010321,0.074375,0.006245,0.014973,0.079077,0.053072,0.075728,0.067443,0.359851,0.297603,0.043833,0.105409,0.014454,0.006032,0.092576,0.066878,0.089987,0.025878,0.003836,0.186333,0.030573,0.025183,0.037784,0.005111,0.039559,0.045385,0.040654,0.115349,0.034046,0.080523,0.147326,0.023138,0.007117,0.002413,0.274431,0.044914,0.101157,0.028909,0.053366,0.199675,0.042620,0.139287,0.003247,0.002054,0.004641,0.101161,0.114905,0.063752,0.284169,0.129291,0.091567,0.009659,0.050551,0.059741,0.046596,0.053770,0.171444,0.006049
386,0.158170,0.174140,0.037249,0.163329,0.185789,0.009706,0.297292,0.088607,0.356703,0.247241,0.283892,0.021945,0.033924,0.011158,0.021706,0.014211,0.023306,0.041016,0.254129,0.034456,0.048007,0.270067,0.022499,0.014262,0.003080,0.007336,0.003793,0.109145,0.064262,0.105379,0.030425,0.021119,0.066032,0.341232,0.088006,0.020677,0.294499,0.310165,0.014175,0.013411,0.007662,0.027645,0.146044,0.041677,0.024604,0.095307,0.010563,0.010311,0.072978,0.006114,0.014568,0.084819,0.057103,0.081696,0.069637,0.364377,0.303471,0.047083,0.109767,0.014656,0.005937,0.096208,0.069048,0.093880,0.026617,0.003898,0.185521,0.030108,0.027069,0.038545,0.005168,0.038883,0.046789,0.040394,0.119273,0.035324,0.082837,0.150327,0.024405,0.007092,0.002419,0.270385,0.046972,0.107197,0.029164,0.053492,0.204135,0.044527,0.140380,0.003122,0.002031,0.004460,0.104515,0.112978,0.067706,0.288931,0.135702,0.088956,0.010385,0.053958,0.061349,0.049349,0.058025,0.175773,0.005996
387,0.164345,0.171690,0.040505,0.159338,0.183097,0.009703,0.303254,0.089037,0.363684,0.253830,0.297188,0.022079,0.035807,0.011321,0.022722,0.014297,0.024374,0.044691,0.262932,0.034617,0.048792,0.277289,0.022200,0.014265,0.003074,0.007791,0.003796,0.106589,0.064951,0.110133,0.032076,0.022698,0.072696,0.340031,0.088830,0.021844,0.301455,0.311182,0.014685,0.013405,0.007661,0.027619,0.141928,0.045972,0.024958,0.092649,0.010678,0.010305,0.071555,0.005998,0.014247,0.090974,0.061500,0.088156,0.071788,0.369100,0.309134,0.050521,0.114390,0.014879,0.005850,0.100036,0.071063,0.097857,0.027286,0.003962,0.184712,0.029631,0.029090,0.039406,0.005233,0.038215,0.048249,0.040128,0.123317,0.036743,0.085373,0.153376,0.025825,0.007077,0.002425,0.266325,0.049239,0.113490,0.029418,0.053611,0.208761,0.046556,0.141553,0.003018,0.002007,0.004288,0.108052,0.111037,0.071957,0.293783,0.142492,0.086390,0.011144,0.057495,0.063036,0.052377,0.062536,0.180207,0.005945
388,0.170837,0.169213,0.043987,0.155364,0.180379,0.009701,0.309418,0.089428,0.370586,0.260514,0.310750,0.022233,0.037774,0.011494,0.023813,0.014387,0.025509,0.048669,0.271807,0.034788,0.049659,0.284464,0.022005,0.014266,0.003066,0.008286,0.003798,0.104049,0.065659,0.115121,0.033837,0.024396,0.079696,0.338800,0.089744,0.023117,0.308643,0.312242,0.015252,0.013401,0.007659,0.027591,0.137803,0.050560,0.025358,0.090036,0.010803,0.010301,0.070105,0.005900,0.014015,0.097482,0.066186,0.095020,0.073896,0.374005,0.314582,0.054125,0.119246,0.015120,0.005774,0.104041,0.072912,0.101916,0.027878,0.004028,0.183905,0.029142,0.031225,0.040358,0.005307,0.037557,0.049763,0.039857,0.127473,0.038272,0.088079,0.156472,0.027374,0.007070,0.002433,0.262253,0.051667,0.120018,0.029671,0.053724,0.213542,0.048692,0.142795,0.002938,0.001983,0.004126,0.111754,0.109082,0.076458,0.298722,0.149616,0.083869,0.011935,0.061153,0.064795,0.055614,0.067271,0.184743,0.005895
389,0.177604,0.166710,0.047621,0.151408,0.177636,0.009700,0.315772,0.089775,0.377409,0.267291,0.324568,0.022407,0.039817,0.011674,0.024958,0.014482,0.026696,0.052879,0.280752,0.034966,0.050599,0.291590,0.021899,0.014267,0.003059,0.008814,0.003800,0.101525,0.066384,0.120313,0.035678,0.026180,0.086986,0.337539,0.090737,0.024475,0.316047,0.313341,0.015870,0.013400,0.007657,0.027563,0.133671,0.055345,0.025800,0.087469,0.010936,0.010300,0.068631,0.005823,0.013873,0.104282,0.071085,0.102197,0.075958,0.379077,0.319808,0.057875,0.124304,0.015372,0.005709,0.108202,0.074581,0.106053,0.028385,0.004097,0.183101,0.028643,0.033456,0.041387,0.005387,0.036907,0.051326,0.039581,0.131736,0.039884,0.090905,0.159614,0.029030,0.007067,0.002441,0.258168,0.054204,0.126761,0.029923,0.053828,0.218467,0.050918,0.144092,0.002887,0.001958,0.003974,0.115601,0.107114,0.081163,0.303745,0.157033,0.081394,0.012755,0.064925,0.066619,0.058989,0.072202,0.189375,0.005847
390,0.184600,0.164180,0.051333,0.147470,0.174867,0.009700,0.322300,0.090075,0.384150,0.274160,0.338633,0.022600,0.041925,0.011860,0.026133,0.014580,0.027920,0.057250,0.289767,0.035150,0.051600,0.298667,0.021867,0.014267,0.003050,0.009367,0.003800,0.099017,0.067125,0.125680,0.037567,0.028017,0.094522,0.336250,0.091800,0.025900,0.323650,0.314475,0.016533,0.013400,0.007656,0.027533,0.129530,0.060233,0.026283,0.084950,0.011075,0.010300,0.067133,0.005767,0.013825,0.111310,0.076117,0.109600,0.077975,0.384300,0.324800,0.061750,0.129533,0.015633,0.005656,0.112500,0.076057,0.110267,0.028800,0.004167,0.182300,0.028133,0.035763,0.042483,0.005475,0.036267,0.052933,0.039300,0.136100,0.041550,0.093800,0.162801,0.030767,0.007067,0.002450,0.254070,0.056800,0.133700,0.030175,0.053925,0.223525,0.053220,0.145433,0.002867,0.001933,0.003833,0.119575,0.105133,0.086025,0.308850,0.164700,0.078967,0.013600,0.068800,0.068500,0.062433,0.077300,0.194100,0.005800
391,0.192117,0.161589,0.055634,0.143433,0.171975,0.009718,0.329114,0.090353,0.390757,0.281158,0.353150,0.023504,0.044200,0.012064,0.027515,0.014691,0.029288,0.062591,0.298899,0.035341,0.052967,0.305720,0.021997,0.014256,0.003033,0.010067,0.003798,0.096472,0.067877,0.131415,0.039683,0.030182,0.102801,0.334888,0.093298,0.027682,0.331600,0.315661,0.017502,0.013413,0.007652,0.027496,0.125231,0.065873,0.027173,0.082427,0.011252,0.010307,0.065548,0.005723,0.013866,0.119037,0.081794,0.117811,0.080043,0.389777,0.329542,0.065911,0.135136,0.015935,0.005609,0.117096,0.077452,0.114634,0.029165,0.004239,0.181473,0.027601,0.038272,0.043976,0.005613,0.035623,0.054675,0.039005,0.140610,0.043502,0.097055,0.166120,0.032961,0.007210,0.002472,0.249817,0.059766,0.141008,0.030425,0.054009,0.228810,0.055699,0.146909,0.002864,0.001906,0.003694,0.123802,0.103076,0.091310,0.314061,0.172915,0.076532,0.014532,0.072894,0.070497,0.066359,0.082791,0.198942,0.005752
