456,0.015231,0.035441,0.215106
457,0.015119,0.037127,0.216453
458,0.015038,0.038978,0.217659
459,0.014979,0.041007,0.218559
460,0.014934,0.043210,0.219014
461,0.014893,0.045574,0.219060
462,0.014850,0.048089,0.218825
463,0.014808,0.050742,0.218434
464,0.014778,0.053523,0.218005
465,0.014768,0.056421,0.217613
466,0.014790,0.059426,0.217322
467,0.014853,0.062550,0.217199
468,0.014966,0.065809,0.217283
469,0.015126,0.069221,0.217546
470,0.015326,0.072801,0.217949
471,0.015555,0.076539,0.218450
472,0.015806,0.080381,0.218962
473,0.016065,0.084267,0.219306
474,0.016312,0.088107,0.219292
475,0.016527,0.091601,0.218733
476,0.016689,0.094473,0.217527
477,0.016777,0.096759,0.215754
478,0.016772,0.098543,0.213512
479,0.016680,0.099908,0.210886
480,0.016524,0.100946,0.207944
481,0.016326,0.101758,0.204759
482,0.016109,0.102442,0.201423
483,0.015896,0.103095,0.198030
484,0.015710,0.103797,0.194657
485,0.015574,0.104630,0.191283
486,0.015504,0.105675,0.187853
487,0.015471,0.107012,0.184336
488,0.015427,0.108733,0.180815
489,0.015343,0.110949,0.177403
490,0.015239,0.113756,0.174182
491,0.015153,0.117055,0.171021
492,0.015113,0.120629,0.167706
493,0.015112,0.124302,0.164053
494,0.015131,0.128080,0.160051
495,0.015154,0.132020,0.155754
496,0.015169,0.136179,0.151251
497,0.015176,0.140613,0.146706
498,0.015182,0.145348,0.142260
499,0.015191,0.150324,0.137881
500,0.015210,0.155463,0.133467
501,0.015255,0.160697,0.129008
502,0.015357,0.166085,0.124599
503,0.015541,0.171760,0.120337
504,0.015808,0.177849,0.116286
505,0.016149,0.184274,0.112501
506,0.016557,0.190766,0.108987
507,0.017022,0.197108,0.105701
508,0.017536,0.203382,0.102596
509,0.018095,0.209773,0.099531
510,0.018692,0.216318,0.096241
511,0.019324,0.222706,0.092457
512,0.019986,0.228584,0.088165
513,0.020674,0.233777,0.083744
514,0.021382,0.238352,0.079550
515,0.022107,0.242393,0.075563
516,0.022845,0.245980,0.071620
517,0.023591,0.249198,0.067591
518,0.024341,0.252130,0.063526
519,0.025091,0.254858,0.059536
520,0.025833,0.257465,0.055901
521,0.026551,0.260028,0.052950
522,0.027229,0.262564,0.050531
523,0.027847,0.265071,0.048247
524,0.028389,0.267544,0.045958
525,0.028839,0.269978,0.043840
526,0.029183,0.272366,0.042077
527,0.029412,0.274692,0.040665
528,0.029515,0.276934,0.039487
529,0.029481,0.279036,0.038425
530,0.029305,0.280934,0.037402
531,0.028998,0.282563,0.036420
532,0.028572,0.283849,0.035484
533,0.028041,0.284694,0.034595
534,0.027418,0.284998,0.033735
535,0.026716,0.284674,0.032880
536,0.025949,0.283740,0.032006
537,0.025134,0.282267,0.031102
538,0.024284,0.280329,0.030177
539,0.023414,0.277998,0.029239
540,0.022541,0.275401,0.028300
541,0.021680,0.272727,0.027377
542,0.020856,0.270118,0.026494
543,0.020103,0.267622,0.025676
544,0.019459,0.265277,0.024929
545,0.018957,0.263101,0.024217
546,0.018604,0.261030,0.023497
547,0.018383,0.258976,0.022729
548,0.018274,0.256891,0.021909
549,0.018259,0.254799,0.021082
550,0.018320,0.252734,0.020298
551,0.018458,0.250720,0.019600
552,0.018676,0.248655,0.018982
553,0.018976,0.246345,0.018394
554,0.019360,0.243664,0.017787
555,0.019832,0.240593,0.017129
556,0.020393,0.237118,0.016437
557,0.021051,0.233227,0.015738
558,0.021812,0.228954,0.015061
559,0.022681,0.224411,0.014422
560,0.023668,0.219720,0.013816
561,0.024660,0.215468,0.013297
562,0.025884,0.210724,0.012743
563,0.027245,0.205902,0.012214
564,0.028766,0.200941,0.011713
565,0.030555,0.195806,0.011245
566,0.032733,0.190578,0.010815
567,0.035424,0.185377,0.010421
568,0.038752,0.180313,0.010058
569,0.042835,0.175434,0.009719
570,0.047760,0.170746,0.009401
571,0.053607,0.166255,0.009101
572,0.060526,0.161946,0.008821
573,0.068953,0.157749,0.008564
574,0.079259,0.153590,0.008331
575,0.091471,0.149393,0.008115
576,0.105517,0.145073,0.007906
577,0.121204,0.140532,0.007692
578,0.138202,0.135670,0.007464
579,0.155248,0.130401,0.007228
580,0.170662,0.124782,0.006996
581,0.183863,0.118958,0.006780
582,0.195330,0.113064,0.006586
583,0.204886,0.107143,0.006406
584,0.212445,0.101189,0.006232
585,0.218105,0.095195,0.006052
586,0.222095,0.089158,0.005859
587,0.224725,0.083076,0.005641
588,0.226297,0.076977,0.005393
589,0.227099,0.071007,0.005119
590,0.227395,0.065340,0.004833
591,0.227288,0.060111,0.004545
592,0.226831,0.055318,0.004267
593,0.226073,0.050924,0.004011
594,0.225062,0.046897,0.003784
595,0.223801,0.043206,0.003582
596,0.222258,0.039823,0.003399
597,0.220411,0.036720,0.003227
598,0.218347,0.033870,0.003062
599,0.216210,0.031248,0.002896
600,0.214141,0.028841,0.002729
601,0.212202,0.026639,0.002565
602,0.210326,0.024632,0.002408
603,0.208434,0.022809,0.002266
604,0.206444,0.021161,0.002143
605,0.204197,0.019675,0.002044
606,0.201476,0.018342,0.001970
607,0.198129,0.017145,0.001919
608,0.194347,0.016071,0.001887
609,0.190418,0.015106,0.001871
610,0.186445,0.014236,0.001867
611,0.182437,0.013446,0.001872
612,0.178407,0.012722,0.001882
613,0.174365,0.012050,0.001895
614,0.170318,0.011426,0.001908
615,0.166268,0.010848,0.001918
616,0.162222,0.010314,0.001923
617,0.158198,0.009824,0.001919
618,0.154238,0.009377,0.001906
619,0.150389,0.008972,0.001888
620,0.146690,0.008607,0.001866
621,0.143147,0.008283,0.001843
622,0.139748,0.007997,0.001822
623,0.136478,0.007745,0.001804
624,0.133327,0.007522,0.001789
625,0.130282,0.007323,0.001775
626,0.127334,0.007143,0.001760
627,0.124478,0.006976,0.001742
628,0.121707,0.006819,0.001720
629,0.119014,0.006665,0.001691
630,0.116378,0.006512,0.001656
631,0.113759,0.006359,0.001619
632,0.111118,0.006203,0.001580
633,0.108414,0.006044,0.001543
634,0.105606,0.005881,0.001509
635,0.102669,0.005715,0.001481
636,0.099618,0.005547,0.001459
637,0.096472,0.005378,0.001441
638,0.093249,0.005208,0.001426
639,0.089968,0.005038,0.001412
640,0.086648,0.004868,0.001398
641,0.083324,0.004701,0.001383
642,0.080033,0.004535,0.001368
643,0.076818,0.004372,0.001355
644,0.073718,0.004212,0.001345
645,0.070761,0.004056,0.001340
646,0.067933,0.003905,0.001342
647,0.065211,0.003758,0.001352
648,0.062572,0.003618,0.001367
649,0.059994,0.003483,0.001385
650,0.057460,0.003356,0.001398
651,0.054978,0.003237,0.001405
652,0.052561,0.003126,0.001398
653,0.050223,0.003024,0.001375
654,0.047978,0.002932,0.001340
655,0.045841,0.002851,0.001294
656,0.043822,0.002781,0.001244
657,0.041913,0.002723,0.001194
658,0.040103,0.002678,0.001147
659,0.038380,0.002646,0.001108
660,0.036732,0.002623,0.001078
661,0.035148,0.002607,0.001056
662,0.033616,0.002597,0.001041
663,0.032124,0.002589,0.001032
664,0.030661,0.002581,0.001028
665,0.029226,0.002572,0.001027
666,0.027822,0.002559,0.001030
667,0.026450,0.002539,0.001035
668,0.025114,0.002511,0.001040
669,0.023816,0.002477,0.001046
670,0.022559,0.002435,0.001051
671,0.021345,0.002388,0.001053
672,0.020178,0.002335,0.001054
673,0.019058,0.002276,0.001054
674,0.017988,0.002213,0.001053
675,0.016966,0.002146,0.001051
676,0.015993,0.002075,0.001049
677,0.015067,0.002002,0.001048
678,0.014187,0.001928,0.001047
679,0.013353,0.001854,0.001046
680,0.012565,0.001783,0.001047
681,0.011819,0.001716,0.001049
682,0.011117,0.001655,0.001054
683,0.010456,0.001602,0.001060
684,0.009835,0.001558,0.001067
685,0.009253,0.001525,0.001076
686,0.008708,0.001504,0.001085
687,0.008200,0.001494,0.001094
688,0.007727,0.001491,0.001103
689,0.007288,0.001495,0.001112
690,0.006881,0.001503,0.001119
691,0.006503,0.001512,0.001126
692,0.006153,0.001521,0.001130
693,0.005826,0.001526,0.001132
694,0.005521,0.001527,0.001132
695,0.005234,0.001521,0.001130
696,0.004964,0.001510,0.001125
697,0.004707,0.001493,0.001117
698,0.004461,0.001473,0.001108
699,0.004226,0.001450,0.001096
700,0.004000,0.001425,0.001083
701,0.003785,0.001399,0.001068
702,0.003581,0.001374,0.001051
703,0.003388,0.001349,0.001034
704,0.003205,0.001327,0.001014
705,0.003033,0.001307,0.000994
706,0.002872,0.001289,0.000973
707,0.002723,0.001273,0.000951
708,0.002584,0.001258,0.000929
709,0.002455,0.001245,0.000906
710,0.002336,0.001233,0.000883
711,0.002226,0.001222,0.000859
712,0.002125,0.001213,0.000836
713,0.002033,0.001204,0.000813
714,0.001949,0.001196,0.000790
715,0.001872,0.001189,0.000767
716,0.001802,0.001182,0.000746
717,0.001739,0.001175,0.000724
718,0.001682,0.001168,0.000704
719,0.001630,0.001162,0.000685
720,0.001584,0.001155,0.000667
721,0.001543,0.001149,0.000651
722,0.001505,0.001141,0.000636
723,0.001472,0.001133,0.000623
724,0.001442,0.001125,0.000612
725,0.001415,0.001115,0.000602
726,0.001390,0.001105,0.000595
727,0.001367,0.001093,0.000590
728,0.001346,0.001081,0.000587
729,0.001326,0.001066,0.000587
730,0.001306,0.001050,0.000590
731,0.001286,0.001033,0.000596
732,0.001266,0.001013,0.000605
733,0.001245,0.000992,0.000617
734,0.001223,0.000968,0.000632
735,0.001199,0.000942,0.000651
736,0.001173,0.000914,0.000673
737,0.001145,0.000883,0.000700
738,0.001113,0.000849,0.000730
739,0.001077,0.000812,0.000764
740,0.000968,0.000748,0.000724
741,0.000947,0.000732,0.000708
742,0.000925,0.000715,0.000692
743,0.000904,0.000699,0.000676
744,0.000883,0.000682,0.000660
745,0.000861,0.000666,0.000644
746,0.000840,0.000650,0.000628
747,0.000819,0.000633,0.000613
748,0.000797,0.000617,0.000597
749,0.000776,0.000600,0.000581
750,0.000755,0.000584,0.000565
751,0.000733,0.000568,0.000549
752,0.000712,0.000551,0.000533
753,0.000691,0.000535,0.000517
754,0.000669,0.000518,0.000502
755,0.000648,0.000502,0.000486
756,0.000627,0.000485,0.000470
757,0.000605,0.000469,0.000454
758,0.000584,0.000453,0.000438
759,0.000563,0.000436,0.000422
760,0.000541,0.000420,0.000406
761,0.000520,0.000403,0.000391
762,0.000499,0.000387,0.000375
763,0.000477,0.000370,0.000359
764,0.000456,0.000354,0.000343
765,0.000435,0.000338,0.000327
766,0.000413,0.000321,0.000311
767,0.000392,0.000305,0.000295
768,0.000371,0.000288,0.000279
769,0.000349,0.000272,0.000264
770,0.000328,0.000255,0.000248
771,0.000307,0.000239,0.000232
772,0.000285,0.000223,0.000216
773,0.000264,0.000206,0.000200
774,0.000243,0.000190,0.000184
775,0.000221,0.000173,0.000168
776,0.000200,0.000157,0.000153
777,0.000179,0.000140,0.000137
778,0.000157,0.000124,0.000121
779,0.000136,0.000108,0.000105
780,0.000115,0.000091,0.000089
